Agency,Event Number,Address,Beat,Call Source Text,Priority,Create Time Incident,Dispatch Time Primary,Arrival Time Primary,Incident Type ID,Incident Type Description,Disposition 1 Text,
OP,LOP190627000124,455 7TH ST,03Y,DEFAULT - PHONE INIT,2,6/27/19 4:47,6/30/19 10:13,,SIDESH,SIDESHOW,CALL HANDLED,
OP,LOP190629000746,7101 EDGEWATER DR,31X,FIELD INITIATED BY D,2,6/29/19 17:08,6/29/19 17:08,6/29/19 17:08,SDESHO,SIDESHOW,ABATED,
OP,LOP190629001103,340 DARIEN AV,31Y,DEFAULT - PHONE INIT,2,6/29/19 22:36,6/29/19 22:43,6/29/19 22:50,SIDESH,SIDESHOW,COVER,
OP,LOP190629001140,6750 CHARING CROSS RD,13Y,DEFAULT - PHONE INIT,2,6/29/19 23:07,6/29/19 23:41,6/29/19 23:46,SDESHO,SIDESHOW,COVER,
OP,LOP190630000654,12TH ST&LINDEN ST,02X,911 CALL,2,6/30/19 14:57,6/30/19 15:03,6/30/19 15:10,SIDESH,SIDESHOW,ABATED,
OP,LOP190704001510,NB HIGH OFFRP ST&NB I880,26X,DEFAULT - PHONE INIT,2,7/4/19 23:38,7/4/19 23:56,7/5/19 0:04,SDESHO,SIDESHOW,REPORT TAKEN,
OP,LOP190705000059,106TH AV&MACARTHUR BLVD,32Y,911 CALL,2,7/5/19 0:59,7/5/19 1:01,7/5/19 1:10,SIDESH,SIDESHOW,ADMINISTRATIVE,
OP,LOP190705000084,NB HIGH OFFRP ST&NB I880,26X,DEFAULT - PHONE INIT,2,7/5/19 1:23,7/5/19 1:24,,SDESHO,SIDESHOW,ADMINISTRATIVE,
OP,LOP190705001216,18TH ST&JEFFERSON ST,04X,911 CALL,5,7/5/19 20:46,,,SIDESH,SIDESHOW,BROADCAST,
OP,LOP190706000686,455 7TH ST,03Y,DEFAULT - PHONE INIT,2,7/6/19 15:46,7/6/19 15:59,,SIDESH,SIDESHOW,ADMINISTRATIVE,
OP,LOP190706001177,3047 MARTIN LUTHER KING JR WY,06X,911 CALL,2,7/6/19 23:50,7/6/19 23:55,7/6/19 23:58,SIDESH,SIDESHOW,COVER,
OP,LOP190707000390,SIDESHOW,,DEFAULT - PHONE INIT,5,7/7/19 12:00,7/7/19 13:28,7/7/19 13:28,SIDESH,SIDESHOW,REPORT TAKEN,
OP,LOP190707000679,105TH AV&PEARMAIN ST,31Z,DEFAULT - PHONE INIT,2,7/7/19 17:11,7/7/19 17:15,7/7/19 17:34,SDESHO,SIDESHOW,GONE ON ARRIVAL,
OP,LOP190707000784,105TH AV&PIPPIN ST,31Z,DEFAULT - PHONE INIT,2,7/7/19 19:09,7/7/19 20:26,7/7/19 20:29,SIDESH,SIDESHOW,COVER,
OP,LOP190707000868,800 105TH AV,31Z,DEFAULT - PHONE INIT,2,7/7/19 20:32,,,SDESHO,SIDESHOW,CALL MANAGEMENT STRATEGY,
OP,LOP190713000687,SIDESHOW DETAIL,,DEFAULT - PHONE INIT,5,7/13/19 16:02,7/13/19 16:14,7/13/19 16:14,SDESHO,SIDESHOW,CONTINUING INVESTIGATION,
OP,LOP190713001115,89TH AV&MACARTHUR BLVD,35X,DEFAULT - PHONE INIT,5,7/13/19 22:14,,,SIDESH,SIDESHOW,BROADCAST,
OP,LOP190713001163,53RD ST&MARTIN LUTHER KING JR WY,10Y,DEFAULT - PHONE INIT,2,7/13/19 22:52,7/13/19 22:59,7/13/19 23:01,SDESHO,SIDESHOW,GONE ON ARRIVAL,
OP,LOP190714000392,73RD AV&BANCROFT AV,30X,DEFAULT - PHONE INIT,5,7/14/19 10:10,7/14/19 13:28,7/14/19 13:28,SDESHO,SIDESHOW,COVER,
OP,LOP190714000828,9755 EDES AV,31Y,911 CALL,2,7/14/19 17:38,7/14/19 17:45,7/14/19 17:51,SDESHO,SIDESHOW,COVER,
OP,LOP190714000832,DENNISON ST&KING ST,19X,911 CALL,2,7/14/19 17:41,7/14/19 18:15,,SIDESH,SIDESHOW,GONE ON ARRIVAL,
OP,LOP190720000005,1509 MARITIME ST,05Y,DEFAULT - PHONE INIT,2,7/20/19 0:02,7/20/19 0:05,7/20/19 0:08,SDESHO,SIDESHOW,COVER,
OP,LOP190720000611,2651 73RD AV,30Y,FIELD INITIATED BY D,2,7/20/19 14:38,7/20/19 14:38,7/20/19 14:38,SDESHO,SIDESHOW,ABATED,
OP,LOP190720001116,KELLER AV&SKYLINE BLVD,35Y,911 CALL,2,7/20/19 22:37,,,SDESHO,SIDESHOW,CALL MANAGEMENT STRATEGY,
OP,LOP190720001134,35TH AV&SUTER ST,24Y,911 CALL,2,7/20/19 22:53,7/20/19 22:55,7/20/19 23:06,SDESHO,SIDESHOW,CONTINUING INVESTIGATION,
OP,LOP190721000593,38TH AV&FOOTHILL BLVD,24X,DEFAULT - PHONE INIT,2,7/21/19 14:11,7/21/19 14:26,7/21/19 14:57,SDESHO,SIDESHOW,CALL HANDLED,
OP,LOP190721000664,50TH AV&SAN LEANDRO ST,26X,DEFAULT - PHONE INIT,2,7/21/19 15:27,7/21/19 15:38,7/21/19 15:44,SDESHO,SIDESHOW,COVER,
OP,LOP190721000687,2651 73RD AV,30Y,FIELD INITIATED BY D,5,7/21/19 15:55,7/21/19 15:55,7/21/19 15:55,SIDESH,SIDESHOW,REPORT TAKEN,
OP,LOP190721000776,98TH AV&GOULD ST,33X,911 CALL,5,7/21/19 17:33,7/21/19 19:09,,SIDESH,SIDESHOW,GONE ON ARRIVAL,
OP,LOP190721000782,98TH AV&E ST,32X,FIELD INITIATED BY D,2,7/21/19 17:39,7/21/19 17:39,7/21/19 17:39,SDESHO,SIDESHOW,COVER,
OP,LOP190721000816,10600 MACARTHUR BLVD,32Y,DEFAULT - PHONE INIT,2,7/21/19 18:08,7/21/19 18:14,7/21/19 18:26,SIDESH,SIDESHOW,ABATED,
OP,LOP190721000817,105TH AV&SAN LEANDRO ST,31Z,911 CALL,5,7/21/19 18:10,,,SIDESH,SIDESHOW,GONE ON ARRIVAL,
OP,LOP190721000839,BROADMOOR VIEW&MALCOLM AV,35Y,DEFAULT - PHONE INIT,5,7/21/19 18:35,7/21/19 19:11,7/21/19 19:12,SDESHO,SIDESHOW,GONE ON ARRIVAL,
OP,LOP190721000889,38TH AV&FOOTHILL BLVD,24X,FIELD INITIATED BY D,2,7/21/19 19:15,7/21/19 19:15,7/21/19 19:15,SDESHO,SIDESHOW,GONE ON ARRIVAL,
OP,LOP190721000922,98TH AV&GOLF LINKS RD,35X,911 CALL,2,7/21/19 19:52,,,SDESHO,SIDESHOW,BROADCAST,
OP,LOP190721000927,EL EMBARCADERO&LAKESHORE AV,14X,911 CALL,2,7/21/19 19:54,7/21/19 20:07,,SDESHO,SIDESHOW,ADMINISTRATIVE,
OP,LOP190722001305,1400 MARITIME ST,05Y,DEFAULT - PHONE INIT,2,7/22/19 23:04,7/22/19 23:05,7/22/19 23:11,SIDESH,SIDESHOW,COVER,
OP,LOP190724001190,MARITIME ST&MIDDLE HARBOR RD,02Y,911 CALL,2,7/24/19 22:22,7/24/19 23:05,7/24/19 23:12,SDESHO,SIDESHOW,COVER,
OP,LOP190726001198,10151 FOOTHILL BLVD,32Y,911 CALL,1,7/26/19 22:47,7/26/19 22:56,,SIDESH,SIDESHOW,GONE ON ARRIVAL,
OP,LOP190727000462,2651 73RD AV,30Y,FIELD INITIATED BY D,5,7/27/19 11:53,7/27/19 11:53,7/27/19 11:53,SDESHO,SIDESHOW,REPORT TAKEN,
OP,LOP190728000014,1155 MARITIME ST,05Y,DEFAULT - PHONE INIT,2,7/28/19 0:12,7/28/19 0:15,7/28/19 0:18,SIDESH,SIDESHOW,ADMINISTRATIVE,
OP,LOP190728000550,7101 EDGEWATER DR,31X,FIELD INITIATED BY D,5,7/28/19 14:05,7/28/19 14:05,7/28/19 14:05,SDESHO,SIDESHOW,CALL HANDLED,
OP,LOP190728000710,98TH AV&SB I880,31Y,DEFAULT - PHONE INIT,2,7/28/19 16:42,,,SIDESH,SIDESHOW,CONTINUING INVESTIGATION,
OP,LOP190728000814,82ND AV&INTERNATIONAL BLVD,30X,FIELD INITIATED BY D,2,7/28/19 18:20,7/28/19 18:20,7/28/19 18:20,SDESHO,SIDESHOW,CONTINUING INVESTIGATION,
OP,LOP190730000986,87TH AV&A ST,33X,911 CALL,2,7/30/19 19:29,7/30/19 19:37,7/30/19 19:43,SIDESH,SIDESHOW,GONE ON ARRIVAL,
OP,LOP190803000013,14TH AV/MARITIME ST,,DEFAULT - PHONE INIT,2,8/3/19 0:08,8/3/19 0:34,8/3/19 0:39,SIDESH,SIDESHOW,ABATED,
OP,LOP190803000101,FAIRFAX AV&FOOTHILL BLVD,27X,911 CALL,5,8/3/19 1:58,,,SIDESH,SIDESHOW,CALL MANAGEMENT STRATEGY,
OP,LOP190803000104,2205 48TH AV,27X,DEFAULT - PHONE INIT,2,8/3/19 2:02,,,SDESHO,SIDESHOW,CALL MANAGEMENT STRATEGY,
OP,LOP190803000610,7101 EDGEWATER DR,31X,DEFAULT - PHONE INIT,2,8/3/19 14:31,8/3/19 14:31,,SDESHO,SIDESHOW,ADMINISTRATIVE,
OP,LOP190803001133,10151 FOOTHILL BLVD,32Y,DEFAULT - PHONE INIT,2,8/3/19 22:27,,,SIDESH,SIDESHOW,BROADCAST,
OP,LOP190804000653,2651 73RD AV,30Y,FIELD INITIATED BY D,5,8/4/19 15:39,8/4/19 15:39,8/4/19 15:39,SDESHO,SIDESHOW,ABATED,
OP,LOP190804001063,1879 MIDDLE HARBOR RD,02Y,911 CALL,2,8/4/19 22:05,8/4/19 22:08,8/4/19 22:16,SDESHO,SIDESHOW,CONTINUING INVESTIGATION,
OP,LOP190804001156,1400 MARITIME ST,05Y,DEFAULT - PHONE INIT,2,8/4/19 23:29,8/4/19 23:31,,SIDESH,SIDESHOW,ABATED,
OP,LOP190806001216,750 MARITIME ST,05Y,DEFAULT - PHONE INIT,2,8/6/19 23:04,8/6/19 23:04,8/6/19 23:07,SIDESH,SIDESHOW,ABATED,
OP,LOP190810000075,E 27TH ST&FRUITVALE AV,21Y,911 CALL,2,8/10/19 1:15,8/10/19 1:31,,SIDESH,SIDESHOW,GONE ON ARRIVAL,
OP,LOP190810001033,7101 EDGEWATER DR,31X,DEFAULT - PHONE INIT,2,8/10/19 20:28,8/10/19 20:32,,SIDESH,SIDESHOW,CALL HANDLED,
OP,LOP190811000041,35TH AV&QUIGLEY LN,22Y,911 CALL,1,8/11/19 0:31,8/11/19 0:36,8/11/19 0:46,SDESHO,SIDESHOW,COVER,
OP,LOP190811000075,90TH AV&MACARTHUR BLVD,35X,FIELD INITIATED BY D,2,8/11/19 0:55,8/11/19 0:55,8/11/19 0:55,SDESHO,SIDESHOW,CONTINUING INVESTIGATION,
OP,LOP190811000081,96TH AV&BANCROFT AV,35X,FIELD INITIATED BY D,2,8/11/19 1:04,8/11/19 1:04,8/11/19 1:04,SDESHO,SIDESHOW,CONTINUING INVESTIGATION,
OP,LOP190811000083,35TH AV&QUIGLEY LN,22Y,DEFAULT - PHONE INIT,1,8/11/19 1:05,8/11/19 1:09,8/11/19 1:09,SIDESH,SIDESHOW,COVER,
OP,LOP190811000088,55TH AV&FOOTHILL BLVD,27X,FIELD INITIATED BY D,2,8/11/19 1:08,8/11/19 1:08,8/11/19 1:08,SDESHO,SIDESHOW,CONTINUING INVESTIGATION,
OP,LOP190811000115,106TH AV&MACARTHUR BLVD,32Y,FIELD INITIATED BY D,2,8/11/19 1:34,8/11/19 1:34,8/11/19 1:34,SDESHO,SIDESHOW,COVER,
OP,LOP190811000130,DIST 4 SIDESHOW,,FIELD INITIATED BY D,2,8/11/19 2:00,8/11/19 2:00,8/11/19 2:00,SDESHO,SIDESHOW,CONTINUING INVESTIGATION,
OP,LOP190811000174,KELLER AV&SKYLINE BLVD,35Y,DEFAULT - PHONE INIT,5,8/11/19 3:15,,,SIDESH,SIDESHOW,BROADCAST,
OP,LOP190811000636,2651 73RD AV,30Y,DEFAULT - PHONE INIT,5,8/11/19 14:08,8/11/19 14:52,8/11/19 15:11,SIDESH,SIDESHOW,COVER,
OP,LOP190811001094,1944 90TH AV,34X,DEFAULT - PHONE INIT,2,8/11/19 21:10,8/11/19 21:25,8/11/19 21:28,SIDESH,SIDESHOW,COVER,
OP,LOP190811001240,1400 MARITIME ST,05Y,DEFAULT - PHONE INIT,5,8/11/19 23:47,8/11/19 23:47,8/11/19 23:49,SIDESH,SIDESHOW,GONE ON ARRIVAL,
OP,LOP190814001410,7TH ST&MARITIME ST,02Y,DEFAULT - PHONE INIT,2,8/14/19 22:04,8/14/19 23:02,8/14/19 23:11,SDESHO,SIDESHOW,GONE ON ARRIVAL,
OP,LOP190815001189,1312 64TH AV,26Y,911 CALL,2,8/15/19 21:29,,,SDESHO,SIDESHOW,BROADCAST,
OP,LOP190816001323,E 27TH ST&FRUITVALE AV,21Y,DEFAULT - PHONE INIT,2,8/16/19 23:10,8/17/19 0:54,,SDESHO,SIDESHOW,GONE ON ARRIVAL,
OP,LOP190816001368,2800 7TH ST,02Y,DEFAULT - PHONE INIT,5,8/16/19 23:52,8/16/19 23:54,8/16/19 23:58,SDESHO,SIDESHOW,COVER,
OP,LOP190817000693,SIDESHOW,,DEFAULT - PHONE INIT,5,8/17/19 14:10,8/17/19 14:54,8/17/19 14:54,SDESHO,SIDESHOW,ADMINISTRATIVE,
OP,LOP190817000919,SIDESHOW,,FIELD INITIATED BY D,2,8/17/19 17:22,8/17/19 17:22,8/17/19 17:22,SDESHO,SIDESHOW,ADMINISTRATIVE,
OP,LOP190818000125,3RD ST&BROADWAY,01X,911 CALL,2,8/18/19 2:20,8/18/19 2:33,8/18/19 2:42,SIDESH,SIDESHOW,GONE ON ARRIVAL,
OP,LOP190818001007,90TH AV&MACARTHUR BLVD,35X,FIELD INITIATED BY D,2,8/18/19 21:12,8/18/19 21:12,8/18/19 21:12,SDESHO,SIDESHOW,COVER,
OP,LOP190818001038,2505 MIDDLE HARBOR RD,02Y,DEFAULT - PHONE INIT,2,8/18/19 21:44,8/18/19 22:07,8/18/19 22:14,SDESHO,SIDESHOW,GONE ON ARRIVAL,
OP,LOP190823001192,63RD AV&AVENAL AV,27Y,DEFAULT - PHONE INIT,5,8/23/19 21:56,,,SIDESH,SIDESHOW,CALL MANAGEMENT STRATEGY,
OP,LOP190823001223,1200 LAKESHORE AV,19X,DEFAULT - PHONE INIT,2,8/23/19 22:23,8/24/19 2:32,,SIDESH,SIDESHOW,COVER,
OP,LOP190824000728,7101 EDGEWATER DR,31X,DEFAULT - PHONE INIT,2,8/24/19 15:48,8/24/19 15:48,8/24/19 19:22,SIDESH,SIDESHOW,PERSON TRANSPORT,
OP,LOP190824000814,7TH ST&MARITIME ST,02Y,DEFAULT - PHONE INIT,2,8/24/19 17:14,,,SDESHO,SIDESHOW,BROADCAST,
OP,LOP190825000165,105TH AV&PEARMAIN ST,31Z,911 CALL,5,8/25/19 3:13,8/25/19 3:43,8/25/19 3:48,SDESHO,SIDESHOW,COVER,
OP,LOP190825000445,SIDESHOW,,DEFAULT - PHONE INIT,2,8/25/19 11:16,8/25/19 12:28,8/25/19 17:16,SDESHO,SIDESHOW,CONTINUING INVESTIGATION,
OP,LOP190825000884,HAMILTON ST&HEGENBERGER RD,26Y,DEFAULT - PHONE INIT,2,8/25/19 18:17,,,SDESHO,SIDESHOW,CALL MANAGEMENT STRATEGY,
OP,LOP190825000939,500 HEGENBERGER RD,31Y,911 CALL,2,8/25/19 19:11,8/25/19 19:26,8/25/19 19:26,SDESHO,SIDESHOW,GONE ON ARRIVAL,
OP,LOP190828001235,1400 MARITIME ST,05Y,DEFAULT - PHONE INIT,2,8/28/19 22:31,8/28/19 22:31,8/28/19 22:34,SIDESH,SIDESHOW,CALL HANDLED,
OP,LOP190831000288,7101 EDGEWATER DR,31X,DEFAULT - PHONE INIT,2,8/31/19 9:13,8/31/19 17:01,8/31/19 19:01,SDESHO,SIDESHOW,VEHICLE TOWED,
OP,LOP190831000709,86TH AV&A ST,33X,FIELD INITIATED BY D,2,8/31/19 16:40,8/31/19 16:40,8/31/19 16:40,SDESHO,SIDESHOW,ABATED,
OP,LOP190831001107,15TH ST&HARRISON ST,04X,DEFAULT - PHONE INIT,2,8/31/19 22:31,8/31/19 22:33,8/31/19 22:51,SDESHO,SIDESHOW,COVER,
OP,LOP190831001169,WB DIMOND ONRP AV&WB FRUITVALE ONRP AV,16Y,DEFAULT - PHONE INIT,2,8/31/19 23:23,,,SDESHO,SIDESHOW,GONE ON ARRIVAL,
OP,LOP190901000028,35TH AV&MACARTHUR BLVD,22Y,911 CALL,2,9/1/19 0:22,9/1/19 0:26,9/1/19 1:25,SIDESH,SIDESHOW,COVER,
OP,LOP190901000056,54TH AV&INTERNATIONAL BLVD,27Y,DEFAULT - PHONE INIT,5,9/1/19 0:49,,,SDESHO,SIDESHOW,BROADCAST,
OP,LOP190901000134,1599 MARITIME ST,05Y,DEFAULT - PHONE INIT,2,9/1/19 2:19,9/1/19 2:20,9/1/19 2:30,SIDESH,SIDESHOW,COVER,
OP,LOP190901000135,85TH AV&SAN LEANDRO ST,33X,FIELD INITIATED BY D,2,9/1/19 2:19,9/1/19 2:19,9/1/19 2:19,SDESHO,SIDESHOW,CONTINUING INVESTIGATION,
OP,LOP190901000434,19TH AV&FOOTHILL BLVD,19X,911 CALL,5,9/1/19 11:15,,,SIDESH,SIDESHOW,CALL MANAGEMENT STRATEGY,
OP,LOP190901000596,455 7TH ST,03Y,DEFAULT - PHONE INIT,5,9/1/19 13:53,9/1/19 16:50,9/1/19 16:50,SDESHO,SIDESHOW,ABATED,
OP,LOP190901000702,SIDESHOW DETAIL,,FIELD INITIATED BY D,5,9/1/19 15:25,9/1/19 15:25,9/1/19 15:25,SDESHO,SIDESHOW,ADMINISTRATIVE,
OP,LOP190901000876,SB 42ND CONN AV&SB I880,23X,FIELD INITIATED BY D,5,9/1/19 18:08,9/1/19 18:08,9/1/19 18:08,SDESHO,SIDESHOW,CONTINUING INVESTIGATION,
OP,LOP190901000887,90TH AV&MACARTHUR BLVD,35X,FIELD INITIATED BY D,5,9/1/19 18:15,9/1/19 18:15,9/1/19 18:15,SDESHO,SIDESHOW,CONTINUING INVESTIGATION,
OP,LOP190901001015,64TH AV&AVENAL AV,27Y,911 CALL,5,9/1/19 20:26,9/1/19 20:31,9/1/19 20:31,SIDESH,SIDESHOW,GONE ON ARRIVAL,
OP,LOP190901001028,88TH AV&INTERNATIONAL BLVD,34X,FIELD INITIATED BY D,2,9/1/19 20:35,9/1/19 20:35,9/1/19 20:35,SDESHO,SIDESHOW,COVER,
OP,LOP190901001053,90TH AV&MACARTHUR BLVD,35X,FIELD INITIATED BY D,5,9/1/19 20:59,9/1/19 20:59,9/1/19 20:59,SDESHO,SIDESHOW,CONTINUING INVESTIGATION,
OP,LOP190902000871,333 MARITIME ST,02Y,DEFAULT - PHONE INIT,2,9/2/19 18:48,9/2/19 18:49,9/2/19 18:59,SIDESH,SIDESHOW,CONTINUING INVESTIGATION,
OP,LOP190907000674,455 7TH ST,03Y,FIELD INITIATED BY D,2,9/7/19 15:52,9/7/19 15:52,9/7/19 15:52,SDESHO,SIDESHOW,CALL HANDLED,
OP,LOP190907000922,W GRAND AV&MARITIME ST,05Y,DEFAULT - PHONE INIT,2,9/7/19 20:33,9/7/19 20:52,9/7/19 21:10,SDESHO,SIDESHOW,ABATED,
OP,LOP190907000974,1850 ALICE ST,04X,DEFAULT - PHONE INIT,2,9/7/19 21:16,,,SDESHO,SIDESHOW,BROADCAST,
OP,LOP190908000581,4351 BROADWAY,12X,911 CALL,2,9/8/19 14:59,9/8/19 15:15,9/8/19 15:20,SDESHO,SIDESHOW,COVER,
OP,LOP190908000724,BRANN ST&SEMINARY AV,29X,911 CALL,2,9/8/19 17:20,9/8/19 17:40,9/8/19 17:48,SIDESH,SIDESHOW,COVER,
OP,LOP190908000768,NB 42ND ONRP AV&HIGH ST,26X,FIELD INITIATED BY D,2,9/8/19 18:02,9/8/19 18:02,9/8/19 18:02,SDESHO,SIDESHOW,ADMINISTRATIVE,
OP,LOP190908001018,1400 MARITIME ST,05Y,DEFAULT - PHONE INIT,2,9/8/19 22:26,9/8/19 22:55,9/8/19 23:03,SIDESH,SIDESHOW,GONE ON ARRIVAL,
OP,LOP190910001311,1155 MARITIME ST,05Y,DEFAULT - PHONE INIT,5,9/10/19 22:21,9/10/19 22:22,9/10/19 22:26,SIDESH,SIDESHOW,CONTINUING INVESTIGATION,
OP,LOP190913001126,10TH ST&MANDELA PKWY,02X,DEFAULT - PHONE INIT,2,9/13/19 19:50,,,SIDESH,SIDESHOW,CALL MANAGEMENT STRATEGY,
OP,LOP190914001124,88TH AV&PLYMOUTH ST,34X,DEFAULT - PHONE INIT,2,9/14/19 22:23,9/14/19 22:57,,SDESHO,SIDESHOW,GONE ON ARRIVAL,
OP,LOP190915000852,98TH AV&EMPIRE RD,31Y,911 CALL,1,9/15/19 18:36,9/15/19 18:42,9/15/19 18:59,SIDESH,SIDESHOW,ON-VIEW ARREST,
OP,LOP190915000854,98TH AV&EMPIRE RD,31Y,911 CALL,5,9/15/19 18:38,,,SIDESH,SIDESHOW,BROADCAST,
OP,LOP190915000873,98TH AV&EMPIRE RD,31Y,DEFAULT - PHONE INIT,1,9/15/19 19:00,9/15/19 19:00,9/15/19 19:33,SIDESH,SIDESHOW,TEC REQUEST HANDLED,
OP,LOP190915000908,W GRAND AV&SB I880 CONN,05Y,911 CALL,2,9/15/19 19:36,9/15/19 19:39,9/15/19 19:49,SIDESH,SIDESHOW,COVER,
OP,LOP190915000917,7TH ST&MARKET ST,02X,911 CALL,2,9/15/19 19:44,,,SDESHO,SIDESHOW,CALL HANDLED,
OP,LOP190915000919,32ND ST&ETTIE ST,07X,911 CALL,2,9/15/19 19:45,,,SIDESH,SIDESHOW,BROADCAST,
OP,LOP190915000931,W GRAND AV&SB I880 CONN,05Y,DEFAULT - PHONE INIT,1,9/15/19 19:55,9/15/19 19:55,,SIDESH,SIDESHOW,COVER,
OP,LOP190915000940,W GRAND AV&SB I880 CONN,05Y,DEFAULT - PHONE INIT,2,9/15/19 20:03,,,SIDESH,SIDESHOW,REFERRED TO OTHER AGENCY,
OP,LOP190915001043,35TH AV&MACARTHUR BLVD,22Y,FIELD INITIATED BY D,2,9/15/19 21:18,9/15/19 21:18,9/15/19 21:18,SDESHO,SIDESHOW,COVER,
OP,LOP190915001046,35TH AV&MACARTHUR BLVD,22Y,911 CALL,2,9/15/19 21:20,,,SIDESH,SIDESHOW,CALL HANDLED,
OP,LOP190915001047,35TH AV&EB I580,21Y,911 CALL,2,9/15/19 21:22,,,SIDESH,SIDESHOW,ADMINISTRATIVE,
OP,LOP190915001059,35TH AV&EB I580,21Y,DEFAULT - PHONE INIT,2,9/15/19 21:35,,,SIDESH,SIDESHOW,ADMINISTRATIVE,
OP,LOP190915001064,98TH AV&BANCROFT AV,32Y,FIELD INITIATED BY D,2,9/15/19 21:39,9/15/19 21:39,9/15/19 21:39,SDESHO,SIDESHOW,CONTINUING INVESTIGATION,
OP,LOP190915001075,KELLER AV&SKYLINE BLVD,35Y,DEFAULT - PHONE INIT,2,9/15/19 21:46,9/15/19 21:55,9/15/19 21:59,SIDESH,SIDESHOW,GONE ON ARRIVAL,
OP,LOP190918001284,10600 MACARTHUR BLVD,32Y,DEFAULT - PHONE INIT,2,9/18/19 23:45,9/19/19 2:26,9/19/19 2:29,SDESHO,SIDESHOW,GONE ON ARRIVAL,
OP,LOP190919000050,BURMA RD&MARITIME ST,05Y,DEFAULT - PHONE INIT,2,9/19/19 1:08,9/19/19 1:09,9/19/19 1:13,SIDESH,SIDESHOW,GONE ON ARRIVAL,
OP,LOP190919001245,78TH AV&RUDSDALE ST,26Y,911 CALL,5,9/19/19 22:08,9/19/19 22:54,9/19/19 23:00,SDESHO,SIDESHOW,GONE ON ARRIVAL,
OP,LOP190921000820,76TH AV&MACARTHUR BLVD,30Y,FIELD INITIATED BY D,2,9/21/19 17:37,9/21/19 17:37,9/21/19 17:37,SDESHO,SIDESHOW,UNABLE TO LOCATE,
OP,LOP190921000981,1717 MIDDLE HARBOR RD,02Y,DEFAULT - PHONE INIT,2,9/21/19 20:35,9/21/19 20:36,9/21/19 20:51,SDESHO,SIDESHOW,UNABLE TO LOCATE,
OP,LOP190921001006,10051 DOOLITTLE DR,31Y,911 CALL,5,9/21/19 21:07,9/21/19 21:14,9/21/19 21:25,SIDESH,SIDESHOW,COVER,
OP,LOP190921001008,601 MC CLARY AV,31Y,DEFAULT - PHONE INIT,2,9/21/19 21:07,9/21/19 21:15,9/21/19 21:17,SIDESH,SIDESHOW,COVER,
OP,LOP190922000134,DERBY AV&GLASCOCK ST,20X,DEFAULT - PHONE INIT,2,9/22/19 2:19,9/22/19 2:20,9/22/19 2:26,SDESHO,SIDESHOW,COVER,
OP,LOP190922000144,E 15TH ST&MILLER AV,20X,911 CALL,2,9/22/19 2:44,9/22/19 2:46,9/22/19 2:47,SDESHO,SIDESHOW,GONE ON ARRIVAL,
OP,LOP190922000535,SIDESHOW,,FIELD INITIATED BY D,5,9/22/19 13:43,9/22/19 13:43,9/22/19 13:43,SIDESH,SIDESHOW,COVER,
OP,LOP190922000643,98TH AV&OLIVE ST,34X,DEFAULT - PHONE INIT,5,9/22/19 15:22,,,SDESHO,SIDESHOW,CALL MANAGEMENT STRATEGY,
OP,LOP190922000766,100TH AV&MACARTHUR BLVD,32Y,FIELD INITIATED BY D,2,9/22/19 17:14,9/22/19 17:14,9/22/19 17:14,SDESHO,SIDESHOW,REPORT TAKEN,
OP,LOP190922000791,7TH ST&MARITIME ST,02Y,FIELD INITIATED BY D,2,9/22/19 17:39,9/22/19 17:39,9/22/19 17:39,SDESHO,SIDESHOW,FIELD CONTACT REPORT,
OP,LOP190922000802,3401 SALISBURY ST,24X,911 CALL,2,9/22/19 17:47,9/22/19 18:05,9/22/19 18:05,SDESHO,SIDESHOW,UNABLE TO LOCATE,
OP,LOP190922000833,90TH AV&D ST,33X,FIELD INITIATED BY D,2,9/22/19 18:12,9/22/19 18:12,9/22/19 18:12,SDESHO,SIDESHOW,COVER,
OP,LOP190923001118,2651 73RD AV,30Y,911 CALL,2,9/23/19 20:54,9/24/19 0:19,9/24/19 0:21,SDESHO,SIDESHOW,GONE ON ARRIVAL,
OP,LOP190927000874,90TH AV&INTERNATIONAL BLVD,34X,DEFAULT - PHONE INIT,2,9/27/19 19:21,,,SIDESH,SIDESHOW,CALL MANAGEMENT STRATEGY,
OP,LOP190928000726,57TH AV&WALNUT ST,29X,911 CALL,5,9/28/19 17:04,9/28/19 18:01,,SDESHO,SIDESHOW,REPORT TAKEN-ASSIGNMENT REPORT,
OP,LOP190928000977,105TH AV&ROYAL ANN ST,32X,DEFAULT - PHONE INIT,2,9/28/19 21:42,9/28/19 21:42,9/28/19 21:50,SDESHO,SIDESHOW,ADMINISTRATIVE,
OP,LOP190928001030,W GRAND AV&MARITIME ST,05Y,DEFAULT - PHONE INIT,2,9/28/19 22:20,9/28/19 23:27,9/28/19 23:29,SDESHO,SIDESHOW,GONE ON ARRIVAL,
OP,LOP190928001039,17TH ST&WOOD ST,05Y,DEFAULT - PHONE INIT,2,9/28/19 22:25,9/28/19 23:08,9/28/19 23:10,SIDESH,SIDESHOW,GONE ON ARRIVAL,
OP,LOP190928001087,105TH AV&ROYAL ANN ST,32X,911 CALL,2,9/28/19 22:56,,,SDESHO,SIDESHOW,CALL HANDLED,
OP,LOP190928001118,106TH AV&MACARTHUR BLVD,32Y,DEFAULT - PHONE INIT,2,9/28/19 23:20,9/28/19 23:55,,SIDESH,SIDESHOW,ADMINISTRATIVE,
